x,y
-13.557458774506285,15.249858568801532
-13.17294680674075,15.569484654392442
-12.785078078898248,15.884967471355756
-12.394287190921526,16.196906466767125
-11.99643449421868,16.49963513739695
-11.592675994825322,16.794473158618032
-11.1800139851471,17.076751630012364
-10.76151682661077,17.350166299767164
-10.334918204235793,17.610941566750846
-9.902526266384365,17.861761539906503
-9.46337212081896,18.100783607649852
-9.018256851739912,18.328254078825466
-8.56765264720891,18.544921336401636
-8.111060119424327,18.74840503880192
-7.65014000879267,18.942171877375927
-7.183431315909056,19.1213606408389
-6.712938018805564,19.29042258505409
-6.237271384520662,19.444444669241413
-5.758569101580852,19.58845569366969
-5.275674284262442,19.71808071419077
-4.790028044288345,19.836490901266323
-4.301235052753896,19.941701698824474
-3.809981955593769,20.03411870557293
-3.3165124547661566,20.114557461664546
-2.8210788041965973,20.181349048628924
-2.3241709847344474,20.236336210536834
-1.8258188213937636,20.275994168152042
-1.326691750555872,20.304549699064683
-0.8269432752400184,20.32054919504226
-0.3270925295385415,20.322541098535627
0.17276443995135268,20.310645990246265
0.6721102979748583,20.28575457371266
1.1706635784103931,20.24941167722684
1.668090325823821,20.198848530268783
2.163991640424511,20.135985898840694
2.6582530958682593,20.060529165143983
3.1501158809527996,19.971383939405428
3.639967178018916,19.871200812832313
4.1264550328233085,19.756156815310383
4.610458154104439,19.630821568065926
5.090220146134936,19.49015747256692
5.566824609913781,19.339285672881694
6.0386186393353025,19.173749712897255
6.506562933479857,18.99794709677194
6.96944558986101,18.80892853354086
7.42737127311837,18.608494336116834
7.880177457775756,18.39646912583006
8.32680243975256,18.17196463732624
8.76839229883467,17.937466372702072
9.202546773827605,17.68964303319846
9.631402169320497,17.43264142434151
10.051859426709008,17.16213307490461
10.466407738853452,16.882735838375183
10.872211846098132,16.59064905390267
11.271404724023503,16.28977839352776
11.662026076751555,15.977683384761669
12.044648424544032,15.656015981555516
12.418837066663265,15.324433561507707
12.784538531867565,14.98358606661185
13.143198610595771,14.635261109342133
13.497842012337504,14.282788564008685
13.849024892172629,13.926885937509606
14.196091268355495,13.566981394767865
14.534343937545582,13.198864609056962
14.864330965016041,12.823331542160279
15.183495771111101,12.438480374605522
15.49230058252468,12.04539516775908
15.789974337061318,11.643696195003816
